task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,18,6.6825094,12527,"[-0.21338210999965668, 1.6260687112808228, 5.538393497467041]","[-1.427708387374878, 2.5145201683044434, 3.7067577838897705]",10,[6.987588405609131],[4.12769079208374],-9.34351,-4.656521,intuitive,False,-28.030529,-4.656521,intuitive,False,-11.857491,-4.656521,intuitive,False,4.026946,23322,"[-0.9598983526229858, 0.9835895895957947, 4.996789455413818]","[-1.481384515762329, 2.263561725616455, 3.0007266998291016]",18880,[-0.42133158445358276],[-0.7719487547874451],-11.336895,-13.23704,correct,True,-34.010685,-13.23704,intuitive,False,-13.775606,-13.23704,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,19,5.621459,18610,"[-0.6711240410804749, 2.2409424781799316, 6.085808277130127]","[1.1690798997879028, 1.9420636892318726, 3.2926154136657715]",13,[7.579102039337158],[5.079779624938965],-9.581825,-4.67569,intuitive,False,-28.745476,-4.67569,intuitive,False,-12.925915,-4.67569,intuitive,False,3.340972,25375,"[-1.2903393507003784, 1.6207103729248047, 5.511954307556152]","[-0.9611664414405823, 1.3010740280151367, 3.8029747009277344]",20182,[-0.6012048125267029],[3.7180416584014893],-11.864425,-13.744004,correct,True,-35.593273,-13.744004,intuitive,False,-14.433139,-13.744004,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,20,5.17498,12243,"[-0.22656947374343872, 2.5491831302642822, 6.488208293914795]","[2.132983684539795, 2.941009521484375, 4.073415279388428]",8,[8.373444557189941],[14.340428352355957],-9.099971,-3.9136224,intuitive,False,-27.299911,-3.9136224,intuitive,False,-12.513636,-3.9136224,intuitive,False,2.3930984,26188,"[-1.4186697006225586, 1.857325792312622, 6.217154502868652]","[0.04577960819005966, 2.2889533042907715, 2.2062273025512695]",10142,[0.53081214427948],[0.8369995951652527],-11.786312,-13.510238,correct,True,-35.358936,-13.510238,intuitive,False,-15.45972,-13.510238,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,21,3.480685,6947,"[0.5006615519523621, 3.170769691467285, 7.014781951904297]","[0.7982943058013916, 0.14240145683288574, 2.6234498023986816]",1,[12.073266983032227],[7.673070907592773],-9.300979,-0.862735,intuitive,False,-27.902935,-0.862735,intuitive,False,-12.435342,-0.862735,intuitive,False,2.342212,25175,"[-1.238465666770935, 2.3414154052734375, 6.363931179046631]","[0.8778328895568848, 0.2755591869354248, 2.1428604125976562]",9007,[0.7122454643249512],[1.0206952095031738],-12.626381,-13.844114,correct,True,-37.879143,-13.844114,intuitive,False,-15.794825,-13.844114,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,22,2.755159,5712,"[0.6721742749214172, 2.876254081726074, 7.143524646759033]","[0.1963144987821579, 3.777862310409546, 2.8419532775878906]",1,[12.875081062316895],[21.72991371154785],-9.721454,-0.6849535,intuitive,False,-29.16436,-0.6849535,intuitive,False,-12.887863,-0.6849535,intuitive,False,1.7577032,19791,"[-0.8223724961280823, 2.1769373416900635, 6.454824924468994]","[-1.6461820602416992, 1.599985957145691, 0.39959198236465454]",5686,[0.9220852255821228],[2.8568427562713623],-12.776904,-13.676831,correct,True,-38.33071,-13.676831,intuitive,False,-15.4212885,-13.676831,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,23,0.44410557,6729,"[0.6615671515464783, 3.747042417526245, 7.333756923675537]","[2.2036705017089844, 1.9156099557876587, 2.4385929107666016]",1,[18.35480308532715],[0.9773101806640625],-12.713855,-0.15760203,intuitive,False,-38.141563,-0.15760203,intuitive,False,-17.850842,-0.15760203,intuitive,False,1.6417124,23772,"[-1.1326627731323242, 2.3965647220611572, 5.934964179992676]","[1.0576971769332886, -0.6315816044807434, -1.7680155038833618]",3719,[1.5034961700439453],[0.34972313046455383],-13.124344,-13.270453,correct,True,-39.37303,-13.270453,intuitive,False,-15.906612,-13.270453,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,24,0.614783,3769,"[1.2084286212921143, 3.9556732177734375, 7.513821601867676]","[1.5903524160385132, 8.767635345458984, 2.3254497051239014]",1,[16.845972061157227],[10.483402252197266],-11.655941,-0.19861205,intuitive,False,-34.967823,-0.19861205,intuitive,False,-15.836163,-0.19861205,intuitive,False,1.5138847,20289,"[-0.7949402332305908, 1.920702338218689, 4.949574947357178]","[2.19901704788208, 2.62689208984375, 1.154219150543213]",3550,[1.4598212242126465],[-1.0282036066055298],-13.987126,-13.640695,intuitive,False,-41.96138,-13.640695,intuitive,False,-15.895455,-13.640695,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,25,0.6697411,2281,"[1.4982026815414429, 5.895685195922852, 7.719064235687256]","[2.467648506164551, 6.923095703125, 4.501794338226318]",1,[18.096656799316406],[6.184128284454346],-11.775814,-0.39937887,intuitive,False,-35.327442,-0.39937887,intuitive,False,-16.997826,-0.39937887,intuitive,False,1.1159842,15408,"[-0.30529630184173584, 2.3936920166015625, 4.970486164093018]","[0.07098747044801712, 2.120072603225708, 3.7643959522247314]",4578,[1.166710615158081],[2.2466623783111572],-13.632096,-14.4961,correct,True,-40.89629,-14.4961,intuitive,False,-15.968107,-14.4961,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,26,0.49319354,1391,"[2.011897087097168, 7.254517078399658, 8.366189956665039]","[1.2080726623535156, 6.6639790534973145, 1.93008553981781]",1,[18.2278995513916],[-1.4326294660568237],-10.779952,-0.19818856,intuitive,False,-32.339855,-0.19818856,intuitive,False,-16.414198,-0.19818856,intuitive,False,0.31640756,14489,"[-0.26549601554870605, 2.7858662605285645, 5.627464294433594]","[0.5767637491226196, 0.7687054872512817, 1.6061025857925415]",2727,[1.5777419805526733],[-1.396501898765564],-11.616347,-14.825668,correct,True,-34.84904,-14.825668,intuitive,False,-16.668905,-14.825668,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,27,0.6320968,1211,"[2.197722911834717, 8.477179527282715, 8.480609893798828]","[2.689422607421875, 6.3980536460876465, 0.43468528985977173]",1,[17.17150115966797],[0.07454194873571396],-9.51653,-0.2852737,intuitive,False,-28.549591,-0.2852737,intuitive,False,-15.259052,-0.2852737,intuitive,False,0.3162811,13363,"[-0.1619674265384674, 2.809814929962158, 5.777111053466797]","[0.5998948812484741, 0.9037136435508728, 0.25293755531311035]",3725,[1.2874947786331177],[0.7754212617874146],-11.533175,-15.449844,correct,True,-34.599525,-15.449844,intuitive,False,-16.899307,-15.449844,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,28,0.8379196,693,"[2.639294147491455, 9.377659797668457, 8.302414894104004]","[1.2001750469207764, 5.9831414222717285, 4.819637298583984]",1,[15.839932441711426],[2.5428009033203125],-8.195865,-0.29137343,intuitive,False,-24.587593,-0.29137343,intuitive,False,-13.492019,-0.29137343,intuitive,False,0.33577493,11662,"[-0.05140131711959839, 2.813211441040039, 5.558252811431885]","[1.368355631828308, 0.8360438942909241, 3.0681967735290527]",3063,[1.3502615690231323],[2.7454214096069336],-11.435576,-15.1444235,correct,True,-34.30673,-15.1444235,intuitive,False,-16.546085,-15.1444235,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,29,0.9067788,683,"[2.7538089752197266, 10.384438514709473, 9.013091087341309]","[2.611180543899536, 5.897486209869385, 6.547175884246826]",1,[15.555221557617188],[-0.8328307271003723],-7.1777596,-0.27821213,intuitive,False,-21.53328,-0.27821213,intuitive,False,-13.079632,-0.27821213,intuitive,False,0.3315928,10051,"[0.16191641986370087, 2.8621721267700195, 5.997416019439697]","[1.0517961978912354, 3.2500228881835938, 3.0199310779571533]",2123,[1.7196375131607056],[-0.8438848257064819],-10.914556,-14.67276,correct,True,-32.743668,-14.67276,intuitive,False,-16.23048,-14.67276,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,30,1.1423907,497,"[3.1278128623962402, 11.239173889160156, 10.140185356140137]","[6.942324638366699, 6.265488624572754, 1.257925271987915]",1,[14.746877670288086],[-0.061207059770822525],-5.875012,-0.24731816,intuitive,False,-17.625036,-0.24731816,intuitive,False,-11.8663845,-0.24731816,intuitive,False,0.51672274,7876,"[0.3051133155822754, 3.355543851852417, 6.417875289916992]","[1.3212274312973022, 3.169820785522461, 2.739849805831909]",2256,[1.535939335823059],[-0.23647524416446686],-10.292367,-14.157965,correct,True,-30.877102,-14.157965,intuitive,False,-15.38879,-14.157965,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,31,1.4034303,192,"[4.246158123016357, 12.17955207824707, 10.184809684753418]","[4.400952339172363, 10.103230476379395, 6.44504976272583]",1,[14.179615020751953],[10.215780258178711],-4.7370486,-0.31404856,intuitive,False,-14.211145,-0.31404856,intuitive,False,-10.247504,-0.31404856,intuitive,False,0.53271955,6325,"[0.4884108304977417, 3.8680498600006104, 6.827689170837402]","[-1.7664859294891357, 0.7752503156661987, 2.7468857765197754]",2299,[1.4618124961853027],[-0.004694043658673763],-9.978289,-14.122344,correct,True,-29.934866,-14.122344,intuitive,False,-15.095745,-14.122344,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,32,0.9055343,126,"[4.855818748474121, 13.774648666381836, 11.300039291381836]","[4.434041976928711, 10.196396827697754, 5.395594596862793]",1,[15.359766960144043],[-3.287027597427368],-4.494338,-0.24241795,intuitive,False,-13.483014,-0.24241795,intuitive,False,-10.746372,-0.24241795,intuitive,False,0.50871783,7242,"[0.23211786150932312, 3.8620822429656982, 7.192980766296387]","[1.7186203002929688, 1.244935393333435, 4.279901027679443]",2195,[1.4233304262161255],[0.5541754961013794],-9.940427,-14.311965,correct,True,-29.821281,-14.311965,intuitive,False,-15.503178,-14.311965,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,33,1.4522396,70,"[5.417327404022217, 15.467452049255371, 12.09909725189209]","[13.94210147857666, 12.62586498260498, 4.4712371826171875]",1,[14.021242141723633],[-0.717251181602478],-3.3121593,-0.3221635,intuitive,False,-9.936478,-0.3221635,intuitive,False,-8.926085,-0.3221635,intuitive,False,0.8971205,4348,"[0.5238657593727112, 3.9658567905426025, 7.808769702911377]","[0.2999618351459503, 2.353874683380127, 3.275434970855713]",1659,[1.4676055908203125],[0.9763237833976746],-9.531863,-13.522173,correct,True,-28.59559,-13.522173,intuitive,False,-14.465913,-13.522173,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,34,2.0741355,14,"[7.564883232116699, 17.7996883392334, 12.622190475463867]","[3.8070287704467773, 4.83294153213501, 13.075966835021973]",1,[13.227384567260742],[-3.3706066608428955],-2.250477,-0.49091357,intuitive,False,-6.7514315,-0.49091357,intuitive,False,-6.153415,-0.49091357,intuitive,False,0.85992396,3825,"[0.5516380071640015, 4.300024032592773, 8.207930564880371]","[-1.57840096950531, 4.842212677001953, 6.141729831695557]",1389,[1.5641913414001465],[-0.5316040515899658],-9.315473,-13.478668,correct,True,-27.946419,-13.478668,intuitive,False,-14.491221,-13.478668,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,35,2.941754,14,"[7.968198776245117, 18.634868621826172, 15.039172172546387]","[7.453571319580078, 3.813868522644043, 7.297454357147217]",1,[12.396496772766113],[-5.064277172088623],-1.8387756,-1.0035714,intuitive,False,-5.516327,-1.0035714,intuitive,False,-5.4318705,-1.0035714,intuitive,False,0.79906625,4645,"[0.32470703125, 5.207011699676514, 9.181676864624023]","[4.326179027557373, 1.372152328491211, 4.7945966720581055]",1615,[1.4588288068771362],[2.0496535301208496],-8.912593,-13.72232,correct,True,-26.737778,-13.72232,intuitive,False,-14.8564415,-13.72232,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,36,3.331933,10,"[8.883722305297852, 18.715469360351562, 16.23819923400879]","[16.284486770629883, 2.235740900039673, 17.21974754333496]",5,[10.650485038757324],[-0.5809081792831421],-1.5575045,-2.8519883,correct,True,-4.6725135,-2.8519883,intuitive,False,-4.6187534,-2.8519883,intuitive,False,1.3316365,2457,"[0.978643000125885, 5.2997145652771, 9.828065872192383]","[8.589349746704102, 5.844663143157959, 15.838967323303223]",1236,[1.720961093902588],[-0.24767166376113892],-8.0985,-12.765236,correct,True,-24.2955,-12.765236,intuitive,False,-13.507553,-12.765236,intuitive,False,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,37,3.1507878,4,"[11.506625175476074, 18.603052139282227, 19.8100528717041]","[9.679631233215332, 9.6708402633667, 1.351868748664856]",12,[9.824167251586914],[3.6458702087402344],-0.95071626,-4.5301595,correct,True,-2.8521488,-4.5301595,correct,True,-2.8477035,-4.5301595,correct,True,1.3600236,773,"[2.4213178157806396, 6.352826118469238, 12.576123237609863]","[9.543530464172363, 6.202427387237549, 8.072624206542969]",1534,[1.6044471263885498],[0.3352241516113281],-6.8644867,-13.1053915,correct,True,-20.59346,-13.1053915,intuitive,False,-12.288521,-13.1053915,correct,True,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,38,3.325203,3,"[13.214264869689941, 20.061538696289062, 19.085342407226562]","[8.12154769897461, 9.374610900878906, 11.517619132995605]",20,[10.020147323608398],[9.021259307861328],-0.79494864,-5.5776367,correct,True,-2.384846,-5.5776367,correct,True,-2.3835206,-5.5776367,correct,True,1.5305156,234,"[4.608150482177734, 7.511027812957764, 13.86359691619873]","[4.956361293792725, 7.385014057159424, 5.217834949493408]",2351,[1.5828752517700195],[4.902827262878418],-5.552448,-13.526307,correct,True,-16.657343,-13.526307,intuitive,False,-10.501032,-13.526307,correct,True,The capital
capitals-recall,24,state,Michigan,Lansing,Detroit,,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,The capital of Michigan is,39,3.9782155,1,"[14.67277717590332, 20.67168426513672, 21.108304977416992]",,11,[12.595779418945312],,-0.63669497,-3.9843287,correct,True,-1.9100848,-3.9843287,correct,True,-1.9073331,-3.9843287,correct,True,2.6219797,171,"[6.626709461212158, 10.027460098266602, 15.44602108001709]",,1590,[3.879059076309204],,-4.555648,-11.678883,correct,True,-13.666944,-11.678883,intuitive,False,-8.9312315,-11.678883,correct,True,The capital
capitals-recall,25,state,Minnesota,St. Paul,Minneapolis,,What is the capital of Minnesota?,The capital of Minnesota is,0.299,0.421,1.408026756,The capital of Minnesota is,0,6.3978744,15139,"[-0.14836139976978302, 2.789138078689575, -0.00860188901424408]","[-1.0361523628234863, 1.5569988489151, 0.008523521944880486]",2641,"[1.3490104675292969, 2.965170383453369, 7.549998760223389]","[0.5079507827758789, -0.4577493965625763, 9.839402198791504]",-13.393474,-7.426111,intuitive,False,-40.18042,-22.278334,intuitive,False,-11.533451,-10.036079,intuitive,False,8.823871,10386,"[0.9708682298660278, 2.396184206008911, -0.0029389678966253996]","[-1.5740394592285156, 1.321135401725769, -0.0013223938876762986]",20157,"[-0.13730400800704956, 2.9784340858459473, 7.431786060333252]","[-0.7332239151000977, 1.0430251359939575, 9.151150703430176]",-13.376857,-8.236347,intuitive,False,-40.13057,-24.709042,intuitive,False,-10.924376,-12.032548,correct,True,The capital
capitals-recall,25,state,Minnesota,St. Paul,Minneapolis,,What is the capital of Minnesota?,The capital of Minnesota is,0.299,0.421,1.408026756,The capital of Minnesota is,1,7.08099,18299,"[-0.6384734511375427, 2.7626123428344727, -0.0031011542305350304]","[0.5754251480102539, -2.4318864345550537, 1.4013111591339111]",2722,"[1.264408826828003, 1.8462830781936646, 11.955680847167969]","[-1.0290700197219849, 1.3453987836837769, 3.6934573650360107]",-13.515712,-6.648674,intuitive,False,-40.547134,-19.946022,intuitive,False,-11.824154,-9.92127,intuitive,False,8.450949,17978,"[-0.2995542585849762, 2.410187244415283, -0.002411796012893319]","[1.0622478723526, -2.9912827014923096, 0.6424991488456726]",19844,"[-0.5140091180801392, 2.669471502304077, 11.472020149230957]","[0.32528167963027954, 1.7365152835845947, 3.911449909210205]",-13.703912,-7.2267995,intuitive,False,-41.111736,-21.680399,intuitive,False,-11.842155,-12.056612,correct,True,The capital
