task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",24,0.9401096,208062,[-7.617981910705566],[-6.692800045013428],153921,[-3.1837198734283447],[-11.102153778076172],-46.137356,-41.703094,incorrect,False,-46.137356,-41.703094,incorrect,False,-46.137356,-41.703094,incorrect,False,0.10054228,108981,[1.1974716186523438],[5.8573527336120605],198721,[-4.064323425292969],[8.531474113464355],-42.810463,-48.072258,correct,True,-42.810463,-48.072258,correct,True,-42.810463,-48.072258,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",25,1.2542709,212103,[-9.075357437133789],[8.92302417755127],187939,[-6.699113845825195],[6.026484966278076],-46.905613,-44.52937,incorrect,False,-46.905613,-44.52937,incorrect,False,-46.905613,-44.52937,incorrect,False,0.4315045,95187,[3.2615973949432373],[1.8115522861480713],174632,[-0.8875593543052673],[4.588695526123047],-35.38263,-39.531784,correct,True,-35.38263,-39.531784,correct,True,-35.38263,-39.531784,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",26,1.0137429,198724,[-4.719897747039795],[5.118198394775391],186367,[-3.682602643966675],[4.961629867553711],-43.81638,-42.779083,incorrect,False,-43.81638,-42.779083,incorrect,False,-43.81638,-42.779083,incorrect,False,0.26511356,129554,[3.3761672973632812],[13.489786148071289],176675,[0.9751808047294617],[5.482730388641357],-34.642494,-37.04348,correct,True,-34.642494,-37.04348,correct,True,-34.642494,-37.04348,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",27,3.103621e-05,186877,[-2.9331247806549072],[8.705492973327637],173609,[-1.9391812086105347],[4.668220043182373],-60.561337,-59.567394,incorrect,False,-60.561337,-59.567394,incorrect,False,-60.561337,-59.567394,incorrect,False,0.09916806,67332,[10.064629554748535],[-9.652506828308105],192691,[3.699014902114868],[2.350273847579956],-36.01107,-42.376682,correct,True,-36.01107,-42.376682,correct,True,-36.01107,-42.376682,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",28,9.141231e-05,136424,[0.10995786637067795],[17.521896362304688],142364,[-0.2951279282569885],[12.976933479309082],-61.318398,-61.723484,correct,True,-61.318398,-61.723484,correct,True,-61.318398,-61.723484,correct,True,0.0021728333,144550,[5.930727005004883],[1.5623912811279297],175001,[4.421957969665527],[3.776048183441162],-47.536198,-49.044964,correct,True,-47.536198,-49.044964,correct,True,-47.536198,-49.044964,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",29,0.00016460902,72645,[5.173926830291748],[-13.93917179107666],97507,[3.4958741664886475],[-9.306160926818848],-55.454067,-57.132122,correct,True,-55.454067,-57.132122,correct,True,-55.454067,-57.132122,correct,True,0.013445075,140295,[5.697840213775635],[-8.46735954284668],148187,[5.315690517425537],[-9.758912086486816],-50.264717,-50.64687,correct,True,-50.264717,-50.64687,correct,True,-50.264717,-50.64687,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",30,0.0006546073,111546,[1.4715789556503296],[-1.228271722793579],118163,[1.023008942604065],[-6.137171268463135],-58.46868,-58.91725,correct,True,-58.46868,-58.91725,correct,True,-58.46868,-58.91725,correct,True,0.00347717,144326,[2.2568912506103516],[7.423323631286621],160744,[1.471398115158081],[3.06203031539917],-53.636753,-54.42225,correct,True,-53.636753,-54.42225,correct,True,-53.636753,-54.42225,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",31,0.00087081874,96847,[1.07559335231781],[9.454422950744629],120699,[-0.597527265548706],[5.713156700134277],-59.63931,-61.312428,correct,True,-59.63931,-61.312428,correct,True,-59.63931,-61.312428,correct,True,0.00018285455,134048,[4.526012420654297],[4.9643635749816895],179015,[2.3529698848724365],[8.938380241394043],-61.234715,-63.407757,correct,True,-61.234715,-63.407757,correct,True,-61.234715,-63.407757,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",32,0.0028693108,67276,[3.29166841506958],[7.843824863433838],100145,[0.8114040493965149],[4.953952312469482],-56.93755,-59.417812,correct,True,-56.93755,-59.417812,correct,True,-56.93755,-59.417812,correct,True,0.00012064866,116679,[5.678181171417236],[7.377326488494873],135518,[4.799642562866211],[-1.658047080039978],-60.48274,-61.361275,correct,True,-60.48274,-61.361275,correct,True,-60.48274,-61.361275,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",33,0.00030869193,58970,[4.875019550323486],[4.593889236450195],100449,[1.871424674987793],[7.504467487335205],-58.270226,-61.27382,correct,True,-58.270226,-61.27382,correct,True,-58.270226,-61.27382,correct,True,0.00022019129,121360,[7.227083206176758],[2.405895948410034],187661,[4.045320987701416],[4.929510116577148],-58.114487,-61.296246,correct,True,-58.114487,-61.296246,correct,True,-58.114487,-61.296246,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",34,0.004953833,55310,[5.587580680847168],[36.68058776855469],82872,[3.5032942295074463],[17.6015625],-61.746494,-63.83078,correct,True,-61.746494,-63.83078,correct,True,-61.746494,-63.83078,correct,True,0.0008784466,121967,[7.46063232421875],[-4.085328578948975],171679,[5.133956432342529],[-1.5586096048355103],-53.556602,-55.883278,correct,True,-53.556602,-55.883278,correct,True,-53.556602,-55.883278,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",35,0.061689723,3777,[14.86870288848877],[8.990345001220703],29068,[7.932793140411377],[0.17671073973178864],-52.93187,-59.86778,correct,True,-52.93187,-59.86778,correct,True,-52.93187,-59.86778,correct,True,0.0061471905,156484,[5.959278106689453],[6.1874237060546875],186564,[4.436923980712891],[1.288428544998169],-51.592182,-53.114536,correct,True,-51.592182,-53.114536,correct,True,-51.592182,-53.114536,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",36,0.009681181,1889,[15.59774398803711],[29.878360748291016],27442,[7.276449680328369],[22.811161041259766],-48.593292,-56.914585,correct,True,-48.593292,-56.914585,correct,True,-48.593292,-56.914585,correct,True,0.0111861285,138096,[7.114955425262451],[-0.023487340658903122],192057,[4.476757526397705],[0.9114211797714233],-48.197113,-50.83531,correct,True,-48.197113,-50.83531,correct,True,-48.197113,-50.83531,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",37,0.0012674934,210,[22.87928581237793],[-8.582684516906738],3693,[12.954187393188477],[-5.9245195388793945],-41.03783,-50.962933,correct,True,-41.03783,-50.962933,correct,True,-41.03783,-50.962933,correct,True,0.0059018806,105086,[6.953216075897217],[6.319140434265137],157252,[4.629246711730957],[7.381009101867676],-46.498096,-48.822067,correct,True,-46.498096,-48.822067,correct,True,-46.498096,-48.822067,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",38,0.017330267,446,[19.44851303100586],[29.036237716674805],5507,[10.718245506286621],[7.447183609008789],-42.3603,-51.090565,correct,True,-42.3603,-51.090565,correct,True,-42.3603,-51.090565,correct,True,0.78212696,77375,[8.366168975830078],[-16.495750427246094],116261,[6.524361610412598],[-15.28384017944336],-35.2357,-37.077507,correct,True,-35.2357,-37.077507,correct,True,-35.2357,-37.077507,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",39,0.0066837636,47,[26.36355972290039],[37.02236557006836],1146,[11.853196144104004],[36.343963623046875],-29.176752,-43.68712,correct,True,-29.176752,-43.68712,correct,True,-29.176752,-43.68712,correct,True,0.45259598,88801,[2.754143238067627],[-2.528775215148926],119979,[1.4019520282745361],[-4.6464314460754395],-36.912746,-38.26494,correct,True,-36.912746,-38.26494,correct,True,-36.912746,-38.26494,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",40,0.002389002,6,[37.622169494628906],[26.757841110229492],108,[23.633747100830078],[23.153303146362305],-17.211905,-31.200327,correct,True,-17.211905,-31.200327,correct,True,-17.211905,-31.200327,correct,True,0.008146568,27052,[1.8277225494384766],[6.237401008605957],49900,[-0.37064817547798157],[6.210456848144531],-43.788567,-45.986935,correct,True,-43.788567,-45.986935,correct,True,-43.788567,-45.986935,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",41,0.5849071,2,[54.064422607421875],,14,[36.76639938354492],,-1.3226137,-18.620636,correct,True,-1.3226137,-18.620636,correct,True,-1.3226137,-18.620636,correct,True,0.0021009753,13551,[6.216399669647217],,23676,[3.651642084121704],,-50.172333,-52.73709,correct,True,-50.172333,-52.73709,correct,True,-50.172333,-52.73709,correct,True,The capital
capitals-recognition,16,state,Delaware,Dover,Wilmington,,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,correct_first,True,"The capital of Delaware is either Dover or Wilmington. In fact,","The capital of Delaware is either Dover or Wilmington. In fact, the capital of Delaware is",0,7.711423e-39,97731,[-4.893465042114258],[10.854069709777832],230427,[-15.28238582611084],[16.36767578125],-183.12947,-193.51839,correct,True,-183.12947,-193.51839,correct,True,-183.12947,-193.51839,correct,True,2.5450215e-24,67680,[6.141313552856445],[7.956666946411133],93756,[4.4783196449279785],[14.489571571350098],-300.0202,-301.6832,correct,True,-300.0202,-301.6832,correct,True,-300.0202,-301.6832,correct,True,The capital
capitals-recognition,16,state,Delaware,Dover,Wilmington,,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,correct_first,True,"The capital of Delaware is either Dover or Wilmington. In fact,","The capital of Delaware is either Dover or Wilmington. In fact, the capital of Delaware is",1,6.904625e-21,162318,[1.8777947425842285],[-6.674646854400635],237206,[-6.079146385192871],[-9.371113777160645],-102.49229,-110.44923,correct,True,-102.49229,-110.44923,correct,True,-102.49229,-110.44923,correct,True,4.929412e-20,84551,[9.788060188293457],[-10.624890327453613],65690,[11.174954414367676],[-12.914802551269531],-267.79187,-266.40497,incorrect,False,-267.79187,-266.40497,incorrect,False,-267.79187,-266.40497,incorrect,False,The capital
capitals-recognition,16,state,Delaware,Dover,Wilmington,,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,correct_first,True,"The capital of Delaware is either Dover or Wilmington. In fact,","The capital of Delaware is either Dover or Wilmington. In fact, the capital of Delaware is",2,2.9929706e-14,135042,[-3.318300724029541],[-4.193945407867432],239380,[-12.926398277282715],[2.6569461822509766],-78.90311,-88.51121,correct,True,-78.90311,-88.51121,correct,True,-78.90311,-88.51121,correct,True,1.2502323e-18,97617,[4.8228678703308105],[-6.148006439208984],92008,[5.164064407348633],[-2.897191047668457],-240.29588,-239.95468,incorrect,False,-240.29588,-239.95468,incorrect,False,-240.29588,-239.95468,incorrect,False,The capital
